1110;1120;773,597;"56.8141063506,53.2046935062;56.8146693971,53.2051586238;56.8154987897,53.2058591743;56.816187099,53.2064376239;56.8163242966,53.2066462955;56.8166993738,53.2073212209;56.817349054,53.208531935;56.8175254628,53.2086780281;56.8176876407,53.2087178785;56.8183142464,53.208492581;56.819668259,53.208363044;56.8201174061,53.2083147146;56.8203486145,53.2082600971"
1115;1110;617,978;"56.8110618922,53.1965192061;56.8111785639,53.197323164;56.8122093974,53.2006122899;56.8128361438,53.2025810377;56.813111721,53.2034278782;56.8131775434,53.203609263;56.813261063,53.2038227051;56.8134448322,53.2041297044;56.8137774408,53.2044194803;56.8141063506,53.2046935062"
1116;1121;637,206;"56.8139753657,53.2044613467;56.8135340339,53.2040416945;56.8133543703,53.2037988617;56.8132658797,53.2035966435;56.8112317649,53.1972724468;56.8111030999,53.1962401894;56.8111089516,53.1957413549"
1120;1773;372,745;"56.8203486145,53.2082600971;56.8236915621,53.2078059088"
1121;1122;372,964;"56.8111089516,53.1957413549;56.8111188997,53.1949813658;56.8114885227,53.1912406157;56.8115470424,53.1908611988;56.8115559417,53.1908034997;56.8117210137,53.1897332426"
1121;1130;415,255;"56.8111089516,53.1957413549;56.8111188997,53.1949813658;56.8114885227,53.1912406157;56.811520928,53.1908705098;56.8115326804,53.1904842342;56.8114777454,53.190251968;56.8113237236,53.1900840996;56.8108323967,53.189889169"
1123;1115;424,975;"56.8110353874,53.1900926586;56.8112884358,53.1902267771;56.811388504,53.1903179561;56.8114414638,53.1904896241;56.811459117,53.1906559023;56.8114473646,53.1908544299;56.8114129924,53.1912018085;56.8110541125,53.1949761487;56.8110353874,53.1960900809;56.8110618922,53.1965192061"
1124;1123;545,718;"56.806207048,53.188488648;56.8094578631,53.189527717;56.8110353874,53.1900926586"
1125;1126;549,366;"56.8057210264,53.1884833267;56.8105881475,53.1900336393"
1126;1114;437,089;"56.8105881475,53.1900336393;56.8112245473,53.1903069739;56.811285259,53.1904146634;56.8113108564,53.1905909202;56.8113262393,53.1909657094;56.8109724458,53.1948971661;56.810982427,53.1961866498"
1126;1142;713,237;"56.8105881475,53.1900336393;56.8112245473,53.1903069739;56.8118440974,53.1903886299;56.8152279216,53.1911546469;56.8153997158,53.19037985;56.8158914441,53.18823629"
1127;364;4561,9;"56.8109500705,53.1898083418;56.8104465246,53.1896400873;56.8087343687,53.1890680402;56.8066097645,53.1883974478;56.8060582141,53.1882148925;56.8030605876,53.1872227209;56.8014183329,53.1867344866;56.801297678,53.186696937;56.8011446085,53.1865628185;56.7997690624,53.1861515602;56.797279982,53.1853418818;56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947720466,53.1810643205;56.7947808525,53.1805922558;56.7947926594,53.1803400987;56.7952517092,53.1750150615;56.7953204449,53.1740390521;56.7953587242,53.1734861175;56.7958223667,53.1675054165;56.7961279566,53.1635655879;56.7962093613,53.1624675619;56.796295371,53.1611207477;56.7964969357,53.1589629099;56.7965059747,53.158829301;56.7964377144,53.1587718109;56.7956876102,53.1582516361;56.7953075346,53.1580839887;56.7932968817,53.1578153396;56.7930116498,53.1577299522;56.7927113167,53.1580253252;56.7926498728,53.1579282333;56.7925888023,53.1578886655;56.7925178817,53.1578958597;56.7924174105,53.1579678012;56.7923208792,53.1580757135;56.7922657183,53.1582052082;56.7922696584,53.1583365015;56.7923009093,53.1584289545;56.7906709692,53.1599261737;56.7881424026,53.162177535;56.7874975334,53.1625656215;56.7871071276,53.1627462345"
1127;1128;490,208;"56.8109500705,53.1898083418;56.8104465246,53.1896400873;56.8087343687,53.1890680402;56.8066097645,53.1883974478"
1128;367;586,092;"56.8066097645,53.1883974478;56.8060582141,53.1882148925;56.8030605876,53.1872227209;56.8014183329,53.1867344866"
1130;1131;507,413;"56.8108323967,53.189889169;56.8094524329,53.1894067588;56.8063409428,53.1884174514"
1131;1132;409,684;"56.8063409428,53.1884174514;56.806030955,53.1883263737;56.8037806982,53.1875536984;56.8027152643,53.1872228336"
1132;368;799,515;"56.8027152643,53.1872228336;56.8016283202,53.186892093;56.8012947948,53.1867704459;56.799744968,53.1863342871;56.7973303117,53.1855617359;56.7972098404,53.1855240965;56.795615884,53.1851597399"
1133;1124;554,674;"56.801295317,53.1869020224;56.8016124718,53.1870192525;56.8030340835,53.1874463594;56.8042074033,53.1878507331;56.8060190688,53.1884367092;56.806207048,53.188488648"
1134;1108;2200,07;"56.8011968942,53.1869315769;56.8057210264,53.1884833267;56.8105881475,53.1900336393;56.8112245473,53.1903069739;56.811285259,53.1904146634;56.8113108564,53.1905909202;56.8113262393,53.1909657094;56.8109724458,53.1948971661;56.810982427,53.1961866498;56.811082496,53.1973560766;56.8132051907,53.2038778499;56.8132535942,53.2039567582;56.8134025828,53.2042130723;56.8145309033,53.2051539861"
1134;1125;511,854;"56.8011968942,53.1869315769;56.8057210264,53.1884833267"
1136;1134;920,212;"56.7946837409,53.1819387406;56.7947167581,53.1847725649;56.7947180876,53.184908506;56.7948062473,53.184924014;56.7949241633,53.1849549528;56.7958300266,53.1851340387;56.7972807301,53.1854484169;56.7997558223,53.1862499367;56.8011252591,53.1866533212;56.8011968942,53.1869315769"
1136;1135;203,979;"56.7946837409,53.1819387406;56.7947167581,53.1847725649;56.7947180876,53.184908506;56.7948062473,53.184924014;56.7949241633,53.1849549528"
1138;1097;581,465;"56.8067874998,53.1686655034;56.8089726304,53.1719330354;56.8090908509,53.171634166;56.8093875809,53.170651948;56.8094935061,53.1677551507"
1138;1164;822,302;"56.8067874998,53.1686655034;56.8089726304,53.1719330354;56.8094776222,53.1726882491;56.810487733,53.1740507239;56.8116299451,53.1746246575;56.8130416805,53.1754259548"
1139;1141;570,69;"56.8119192298,53.1744046601;56.8105543154,53.1737433204;56.8090908509,53.171634166;56.8089790726,53.171473098;56.807633575,53.1695341743"
1140;1138;418,189;"56.8034956705,53.1653796458;56.806135521,53.1677857833;56.8067874998,53.1686655034"
1141;371;445,861;"56.807633575,53.1695341743;56.8071477873,53.1687544366;56.8062256685,53.1675743199;56.8050626354,53.1664478325;56.8042461579,53.1656707642"
1142;1143;744,091;"56.8158914441,53.18823629;56.816666514,53.1846636003;56.8168955312,53.1832419266;56.8173418108,53.1812303291;56.8176500293,53.1797711956;56.8180722838,53.1785945283;56.8188691118,53.1795831153"
1143;1168;435,469;"56.8188691118,53.1795831153;56.8195249496,53.1803048847;56.8205249724,53.1808784209;56.8205443369,53.1806381396;56.8208478978,53.1770820888"
1143;1930;992,065;"56.8188691118,53.1795831153;56.8195249496,53.1803048847;56.8205249724,53.1808784209;56.8208930277,53.1811201957;56.8221553141,53.1829762947;56.822510538,53.1835234586;56.8230389434,53.1844417089;56.8233397831,53.1847071746;56.8269003185,53.18515435"
1144;1146;902,446;"56.8195583277,53.1799583346;56.818891921,53.1792792884;56.8181519916,53.1783750862;56.8180821085,53.1782965561;56.8180043988,53.1785186884;56.8175502236,53.179835515;56.8174252941,53.1804820325;56.8169907662,53.1824239207;56.8167810228,53.1834243744;56.8165914858,53.1845482566;56.8155890131,53.1889926715"
1144;1167;294,454;"56.8195583277,53.1799583346;56.818891921,53.1792792884;56.8181519916,53.1783750862;56.8180821085,53.1782965561;56.817296775,53.1774462658"
1146;1127;601,029;"56.8155890131,53.1889926715;56.8151469903,53.1909319545;56.8117333572,53.1902266286;56.8113738011,53.1899585401;56.8109500705,53.1898083418"
1148;1163;449,386;"56.8196870882,53.1531591443;56.8196289288,53.1546025573;56.8195672788,53.1558202237;56.8194938787,53.1574885748;56.8194762784,53.1579016202;56.8194322284,53.1586901614;56.8194069586,53.1593859065;56.8193247581,53.1605123939"
1149;1148;298,801;"56.8199972047,53.1482818313;56.8196870882,53.1531591443"
1150;1156;340,075;"56.8174979116,53.146495711;56.8150473254,53.1461473444;56.8146627259,53.145305084"
1151;1152;460,43;"56.8194334083,53.160507004;56.8195915652,53.1579539022;56.8198237601,53.1529752592"
1152;1153;247,565;"56.8198237601,53.1529752592;56.8198880153,53.1515968842;56.8199761141,53.1501753901;56.8200618038,53.1489309539"
1153;1150;416,174;"56.8200618038,53.1489309539;56.8201645525,53.1469997557;56.8174979116,53.146495711"
1154;1149;315,462;"56.8178358736,53.1468030247;56.8200517747,53.1471677407;56.8199972047,53.1482818313"
1155;1154;406,979;"56.8144689987,53.1451925251;56.8148728745,53.1460630824;56.8149798168,53.1462921528;56.8153396322,53.1464007591;56.8178358736,53.1468030247"
1156;76;443,298;"56.8146627259,53.145305084;56.8134883502,53.1427895317;56.8120239893,53.139846664"
1162;1143;763,702;"56.8188961027,53.1681619079;56.8188878923,53.1684365229;56.8188841067,53.168563904;56.818877273,53.1687106887;56.8187167532,53.1720667946;56.8186815027,53.1727641567;56.8185865326,53.1748671128;56.8184667123,53.177053388;56.8184054339,53.177497058;56.818289198,53.177840851;56.8180821085,53.1782965561;56.8180043988,53.1785186884;56.8180722838,53.1785945283;56.8188691118,53.1795831153"
1162;1170;238,482;"56.8188961027,53.1681619079;56.8188878923,53.1684365229;56.8188841067,53.168563904;56.818877273,53.1687106887;56.8187167532,53.1720667946"
1163;1162;468,197;"56.8193247581,53.1605123939;56.8192954077,53.1612205359;56.8191809066,53.1631141845;56.8191339065,53.1643049912;56.8190505254,53.1654761248;56.8190123253,53.1664363341;56.8189770751,53.1673053643;56.8188961027,53.1681619079"
1164;1143;700,622;"56.8130416805,53.1754259548;56.8148156418,53.1763837385;56.8163160039,53.1772312092;56.8171762204,53.1777139638;56.8180043988,53.1785186884;56.8180722838,53.1785945283;56.8188691118,53.1795831153"
1167;1139;625,956;"56.817296775,53.1774462658;56.8119192298,53.1744046601"
1168;1169;439,692;"56.8208478978,53.1770820888;56.8209320615,53.1752870752;56.8210524074,53.173184209;56.8211610035,53.1719557628;56.8212898042,53.1699039209"
1169;1171;288,744;"56.8212898042,53.1699039209;56.8213458963,53.1688655582;56.8193293302,53.1685138678"
1171;1102;275,977;"56.8193293302,53.1685138678;56.8189943315,53.1684632028;56.8188878923,53.1684365229;56.8183495464,53.168345254;56.8168609182,53.1680448574"
1171;1151;524,182;"56.8193293302,53.1685138678;56.8189943315,53.1684632028;56.8190852839,53.1674170249;56.819120534,53.166429956;56.8191557841,53.1655179863;56.8192190573,53.1642620517;56.8193508636,53.1618647177;56.8194334083,53.160507004"
1174;1177;316,111;"56.8701856429,53.1851305446;56.8709846771,53.1850474504;56.8711257276,53.1850312808;56.8724036019,53.1848837774;56.8730234011,53.184819458"
1175;64;379,261;"56.8765174527,53.1909133594;56.8766349201,53.1938745659;56.8767873571,53.1938530962;56.8784216755,53.1937394593"
1175;1183;882,153;"56.8765174527,53.1909133594;56.8766349201,53.1938745659;56.8767759002,53.1980749085;56.8767831161,53.1987408297;56.8766893095,53.2001140842;56.8765849978,53.2009180764;56.8758503898,53.205175462"
1176;1194;558,113;"56.8703726504,53.1803810619;56.8684217667,53.1805791404;56.8672254592,53.180707869;56.8662344074,53.1808151278;56.8653793929,53.1811482231"
1177;61;301,625;"56.8730234011,53.184819458;56.8757316926,53.1845404413"
1178;1181;243,453;"56.8755244872,53.1844829491;56.8733391634,53.1847281892"
1179;1180;306,239;"56.8706746391,53.1806868484;56.8708181947,53.1806776856;56.8709075974,53.1806642109;56.8734245837,53.1804133114"
1180;62;490,967;"56.8734245837,53.1804133114;56.876143302,53.1800954874;56.8762450133,53.183184614"
1180;1175;961,559;"56.8734245837,53.1804133114;56.876143302,53.1800954874;56.8762450133,53.183184614;56.87625434,53.1834239252;56.8765174527,53.1909133594"
1181;65;447,875;"56.8733391634,53.1847281892;56.8711007382,53.1849642665;56.8693175116,53.1851359345"
1182;1176;230,776;"56.8724453803,53.1801879241;56.8703726504,53.1803810619"
1183;1296;587,077;"56.8758503898,53.205175462;56.8754721056,53.2075719906;56.8754600329,53.2078917878;56.8756215858,53.2131482797;56.8756333181,53.2138570504;56.8756451977,53.2147294942"
1183;1379;367,878;"56.8758503898,53.205175462;56.8754721056,53.2075719906;56.8735291478,53.2077452714"
1184;1296;746,376;"56.8724908408,53.2080775594;56.8754600329,53.2078917878;56.8756215858,53.2131482797;56.8756333181,53.2138570504;56.8756451977,53.2147294942"
1184;1378;448,257;"56.8724908408,53.2080775594;56.8754600329,53.2078917878;56.8755976417,53.2078837382;56.8756479957,53.2075538416;56.8758624165,53.2062663761"
1185;1190;458,612;"56.8644918031,53.1768184333;56.863275384,53.1770705006;56.8615975622,53.1773521224;56.8614492078,53.1773923669;56.8613375365,53.1774459963;56.8612949108,53.1774674661;56.8612376017,53.1775157954;56.8611538724,53.1776311391;56.8611039293,53.1777437879;56.8610422002,53.1778966811;56.8609893105,53.1781407534;56.8609746271,53.1782855618;56.8609569972,53.1784303702;56.8609511041,53.1786637525;56.8609481576,53.1788863551"
1186;1185;502,436;"56.866281152,53.1815149154;56.8661680221,53.1773575123;56.866129821,53.1767218644;56.8661063504,53.1766011308;56.8660754654,53.1764536275;56.8660314212,53.1763651434;56.8659902738,53.1762738746;56.8659447564,53.1762068602;56.8659006629,53.1761639208;56.8658007894,53.1761049015;56.8657155481,53.1760754367;56.8656582949,53.1760861267;56.8655877348,53.1761156812;56.8654863874,53.1761907804;56.8650794728,53.176593046;56.8648869884,53.1767352493;56.8644918031,53.1768184333"
1187;1179;451,887;"56.8666167589,53.1810918988;56.8696366929,53.180787819;56.8706746391,53.1806868484"
1188;1187;551,223;"56.8618297422,53.183385118;56.8637373156,53.182289892;56.8650861999,53.1816461593;56.8662825268,53.1811311551;56.8666167589,53.1810918988"
1189;1205;929,737;"56.8610510397,53.1844626472;56.8610995096,53.1854872656;56.861139189,53.1864340899;56.8611274031,53.1870161084;56.8610671963,53.1876840058;56.8609848907,53.1881668503;56.8606704974,53.1894462309;56.86054856,53.1899156006;56.8604559895,53.1903715855;56.8603619454,53.1910207081;56.860316372,53.1916054215;56.8602693744,53.192270624;56.8602091172,53.193075245;56.8601576996,53.1938664811;56.8601092285,53.1951298717;56.8601621195,53.1970208254;56.8588374659,53.1973165508"
1189;1287;1176,64;"56.8610510397,53.1844626472;56.8610995096,53.1854872656;56.861139189,53.1864340899;56.8611274031,53.1870161084;56.8610671963,53.1876840058;56.8609848907,53.1881668503;56.8606704974,53.1894462309;56.86054856,53.1899156006;56.8604559895,53.1903715855;56.8603619454,53.1910207081;56.860316372,53.1916054215;56.8602693744,53.192270624;56.8602091172,53.193075245;56.8601576996,53.1938664811;56.8601092285,53.1951298717;56.8601621195,53.1970208254;56.8601723833,53.1974338707;56.8602326406,53.1985148135;56.8603576238,53.2011789472;56.8604088626,53.2024069005;56.8604545162,53.2035010023"
1189;1375;1244,86;"56.8610510397,53.1844626472;56.8610995096,53.1854872656;56.861139189,53.1864340899;56.8611274031,53.1870161084;56.8610671963,53.1876840058;56.8609848907,53.1881668503;56.8606704974,53.1894462309;56.86054856,53.1899156006;56.8604559895,53.1903715855;56.8603619454,53.1910207081;56.860316372,53.1916054215;56.8602693744,53.192270624;56.8602091172,53.193075245;56.8601576996,53.1938664811;56.8601092285,53.1951298717;56.8601621195,53.1970208254;56.8601723833,53.1974338707;56.8602326406,53.1985148135;56.8603576238,53.2011789472;56.8604088626,53.2024069005;56.8607047509,53.2023114063;56.8606244824,53.2006478632"
1189;2259;1174,06;"56.8610510397,53.1844626472;56.8610995096,53.1854872656;56.861139189,53.1864340899;56.8611274031,53.1870161084;56.8610671963,53.1876840058;56.8609848907,53.1881668503;56.8606704974,53.1894462309;56.86054856,53.1899156006;56.8604559895,53.1903715855;56.8603619454,53.1910207081;56.860316372,53.1916054215;56.8602693744,53.192270624;56.8602091172,53.193075245;56.8601576996,53.1938664811;56.8601092285,53.1951298717;56.8601621195,53.1970208254;56.8601723833,53.1974338707;56.8602326406,53.1985148135;56.8603576238,53.2011789472;56.8603873876,53.2018845604;56.8606818461,53.2018367099;56.860631958,53.2008027921"
1190;1191;222,679;"56.8609481576,53.1788863551;56.8610965631,53.1825395338"
1191;1374;842,321;"56.8610965631,53.1825395338;56.8611288763,53.1830599279;56.8611582921,53.1837625901;56.8612008689,53.18464779;56.8612346553,53.1854148614;56.8612655442,53.1864073201;56.861264071,53.1867988958;56.8612346553,53.1871958613;56.8611729755,53.1877000857;56.8611054026,53.1881212159;56.8610025207,53.1886522999;56.8606851809,53.1898592763;56.8605514574,53.1904788443;56.8604721464,53.191125272;56.8604383593,53.1914927728;56.8602914245,53.1938182416;56.8602473243,53.1946497222;56.860240007,53.1951700264;56.8602737943,53.1960954708"
1192;1188;393,03;"56.8607953809,53.1789078248;56.8610113602,53.1834488086;56.8610260436,53.1838216094;56.8613242774,53.1836714111;56.8618297422,53.183385118"
1192;1189;338,863;"56.8607953809,53.1789078248;56.8610113602,53.1834488086;56.8610260436,53.1838216094;56.8610510397,53.1844626472"
1192;2214;4002,04;"56.8607953809,53.1789078248;56.8610113602,53.1834488086;56.8610260436,53.1838216094;56.8610510397,53.1844626472;56.8610995096,53.1854872656;56.861139189,53.1864340899;56.8611274031,53.1870161084;56.8610671963,53.1876840058;56.8609848907,53.1881668503;56.8606704974,53.1894462309;56.86054856,53.1899156006;56.8604559895,53.1903715855;56.8603619454,53.1910207081;56.860316372,53.1916054215;56.8602693744,53.192270624;56.8602091172,53.193075245;56.8601576996,53.1938664811;56.8601092285,53.1951298717;56.8601621195,53.1970208254;56.8588374659,53.1973165508;56.8566886898,53.1976652768;56.8485460212,53.1991136305;56.8446080735,53.1998880681;56.8444640243,53.1999202278;56.8444866733,53.2001916987;56.844598051,53.2015915434;56.8446286589,53.2020660335;56.8446639341,53.2023503503;56.8448256201,53.2042976283;56.8448537222,53.2046201235;56.845222487,53.2088627768;56.8438523166,53.2092202629;56.8404002046,53.2101042485;56.8404241211,53.2106852502"
1193;1199;2110,74;"56.8612755132,53.1822693206;56.8611179252,53.1785292747;56.8611061883,53.1780893698;56.8610878218,53.1776452427;56.8613165674,53.1773770057;56.8615658387,53.1772697469;56.8625995894,53.1770785854;56.8630300526,53.1767057846;56.8646720137,53.1765443573;56.8648010576,53.1764907279;56.8651646174,53.1761581716;56.8682022952,53.1723707845;56.8692961051,53.1709498294;56.8699113899,53.1700501404;56.8708860495,53.1695029135;56.8711546457,53.1694484046;56.8715126226,53.1693656963;56.8743681427,53.1693337976;56.8756517784,53.1695314668;56.8762618997,53.1697507581"
1193;1200;1309,72;"56.8612755132,53.1822693206;56.8611179252,53.1785292747;56.8611061883,53.1780893698;56.8610878218,53.1776452427;56.8613165674,53.1773770057;56.8615658387,53.1772697469;56.8625995894,53.1770785854;56.8630300526,53.1767057846;56.8646720137,53.1765443573;56.8648010576,53.1764907279;56.8651646174,53.1761581716;56.8682022952,53.1723707845;56.8692961051,53.1709498294"
1193;2216;397,834;"56.8612755132,53.1822693206;56.8611179252,53.1785292747;56.8611061883,53.1780893698;56.8610878218,53.1776452427;56.860818904,53.177389672;56.8607759132,53.177790531;56.8607893673,53.1787351128"
1194;1189;567,305;"56.8653793929,53.1811482231;56.8638416632,53.1818879858;56.8621407865,53.1828427152;56.8613066476,53.1833013052;56.8610113602,53.1834488086;56.8610260436,53.1838216094;56.8610510397,53.1844626472"
1194;1193;534,31;"56.8653793929,53.1811482231;56.8638416632,53.1818879858;56.8621407865,53.1828427152;56.8613066476,53.1833013052;56.8612755132,53.1822693206"
1194;2216;932,144;"56.8653793929,53.1811482231;56.8638416632,53.1818879858;56.8621407865,53.1828427152;56.8613066476,53.1833013052;56.8612755132,53.1822693206;56.8611179252,53.1785292747;56.8611061883,53.1780893698;56.8610878218,53.1776452427;56.860818904,53.177389672;56.8607759132,53.177790531;56.8607893673,53.1787351128"
1195;1174;719,975;"56.8662106422,53.1805090718;56.8663251959,53.184910637;56.8663560807,53.1852217236;56.8664015976,53.1853531471;56.866467737,53.185441721;56.8665749739,53.1854899606;56.8676164912,53.1853800068;56.8692264357,53.1852325034;56.8701856429,53.1851305446"
1196;1197;221,183;"56.8611626628,53.1827353666;56.8609995742,53.1791089576"
1197;1201;449,98;"56.8609995742,53.1791089576;56.8609848907,53.1787254668;56.8609819442,53.1785189441;56.8610098869,53.1782104627;56.8610686696,53.1779610005;56.8611802926,53.1776900686;56.8612332311,53.1775908946;56.8613199068,53.1775131005;56.8614080555,53.1774674661;56.8615079407,53.1774380013;56.8643478305,53.1769256921"
1201;1195;449,726;"56.8643478305,53.1769256921;56.8646592958,53.1768559829;56.8648179492,53.1768157383;56.8649031925,53.1767942686;56.8650882623,53.1766493704;56.8655789455,53.1761826956;56.8656993934,53.176145146;56.8657670071,53.1761720056;56.8658254386,53.1762076687;56.8658870125,53.1762506082;56.865936851,53.1763096275;56.8659896355,53.1763900267;56.8660277385,53.1764919855;56.8660687876,53.1766207141;56.8660981013,53.1767602225;56.8661157288,53.1770391494;56.8661333072,53.1775166039;56.8662106422,53.1805090718"
1203;1370;564,012;"56.8553806126,53.2230443005;56.8598220347,53.2210948665;56.8602329844,53.2210058435;56.8603238858,53.2210004536"
1204;1834;608,074;"56.8556680369,53.2224327275;56.8549066916,53.2228546661;56.8540091771,53.2232408519;56.8503325469,53.2246000029"
1205;1217;239,872;"56.8588374659,53.1973165508;56.8566886898,53.1976652768"
1206;1207;519,62;"56.8567032767,53.2026292772;56.8562654226,53.2026668268;56.8559333082,53.2027043763;56.8556129785,53.2027580058;56.8552573809,53.2027902553;56.8537525861,53.2029886931;56.8533205425,53.2030316326;56.8520420161,53.2032247704"
1207;1804;404,277;"56.8520420161,53.2032247704;56.8514189219,53.2033105595;56.8509839041,53.2033964384;56.8493702269,53.2036645856;56.8484207529,53.2038147839"
1208;1225;412,553;"56.856471114,53.2027902553;56.857049087,53.20273977;56.8575995969,53.2026158923;56.8600092904,53.2023248381;56.8601709101,53.2023060633"
1209;1208;470,514;"56.8522509235,53.2033466718;56.8526474661,53.20326762;56.856471114,53.2027902553"
1210;1211;552,621;"56.8572254043,53.2100033677;56.8540891404,53.2109276443;56.8523301538,53.21156446"
1211;1838;339,545;"56.8523301538,53.21156446;56.8515498781,53.2119130962;56.8493351526,53.2126427078"
1212;1222;576,099;"56.8566798984,53.2105613113;56.8607894879,53.2093428365;56.8610480932,53.2092838172;56.8617974787,53.209086098"
1213;1212;539,434;"56.8519136158,53.2121974129;56.8539020515,53.2113955767;56.8566798984,53.2105613113"
1214;1216;269,389;"56.8569379919,53.1979709735;56.859351706,53.1975901776"
1215;1214;763,076;"56.8501052078,53.1991377952;56.8569379919,53.1979709735"
1216;1188;1037,94;"56.859351706,53.1975901776;56.8601723833,53.1974338707;56.8604927231,53.1973748514;56.8604794636,53.1969698011;56.8603972058,53.1950923221;56.8605208625,53.1927440361;56.8606205537,53.1912419632;56.8606674527,53.1907698086;56.8607612995,53.190297744;56.86086099,53.1899437179;56.8609313625,53.1895896919;56.8610545264,53.1892141961;56.8612891652,53.188162718;56.8613888543,53.1872507483;56.8614181717,53.1863494686;56.8613829614,53.1852980804;56.8613242774,53.1836714111;56.8618297422,53.183385118"
1216;1193;1064,51;"56.859351706,53.1975901776;56.8601723833,53.1974338707;56.8604927231,53.1973748514;56.8604794636,53.1969698011;56.8603972058,53.1950923221;56.8605208625,53.1927440361;56.8606205537,53.1912419632;56.8606674527,53.1907698086;56.8607612995,53.190297744;56.86086099,53.1899437179;56.8609313625,53.1895896919;56.8610545264,53.1892141961;56.8612891652,53.188162718;56.8613888543,53.1872507483;56.8614181717,53.1863494686;56.8613829614,53.1852980804;56.8613242774,53.1836714111;56.8613066476,53.1833013052;56.8612755132,53.1822693206"
1217;1801;909,696;"56.8566886898,53.1976652768;56.8485460212,53.1991136305"
1218;1366;395,491;"56.8609363716,53.2102453738;56.86097777,53.2109098576;56.8610568836,53.2124520853;56.8611712567,53.2146782903;56.8612684416,53.2167229457"
1219;1210;334,242;"56.8601962997,53.209166587;56.8572254043,53.2100033677"
1219;1211;886,863;"56.8601962997,53.209166587;56.8572254043,53.2100033677;56.8540891404,53.2109276443;56.8523301538,53.21156446"
1220;1227;513,549;"56.8609393181,53.2097760041;56.8608761155,53.2085314781;56.8608100153,53.2071367538;56.860738022,53.2057554144;56.8606983421,53.204910459;56.8606028745,53.2030195053;56.8605955082,53.2028263676;56.860582347,53.202637362;56.8605558773,53.2025327083;56.8605146748,53.2024252698;56.8604838834,53.2023610402;56.8604471498,53.2023154957;56.8604074697,53.2022671663;56.8603839955,53.2022456966;56.8603531058,53.2022296167;56.8602825848,53.2022055419;56.8599872893,53.2022403965"
1220;1377;412,414;"56.8609393181,53.2097760041;56.8608761155,53.2085314781;56.8608100153,53.2071367538;56.860738022,53.2057554144;56.8606983421,53.204910459;56.8606028745,53.2030195053"
1221;1218;538,061;"56.8605000403,53.2014303856;56.8605132998,53.2017790218;56.8605647169,53.2028036402;56.8605852935,53.2034071284;56.8606352373,53.204415667;56.8606654883,53.2049501646;56.8606881275,53.205477835;56.8609363716,53.2102453738"
1222;1224;662,882;"56.8617974787,53.209086098;56.863991383,53.2085071338;56.8672869326,53.2083162418;56.8677343303,53.2082903703"
1224;1184;529,099;"56.8677343303,53.2082903703;56.8692646336,53.2082243441;56.8694350508,53.2081975743;56.8715405069,53.2081277752;56.8717418094,53.2081170853;56.8724908408,53.2080775594"
1224;1297;505,582;"56.8677343303,53.2082903703;56.8692646336,53.2082243441;56.8694379475,53.2137336219"
1225;1218;515,967;"56.8601709101,53.2023060633;56.8602899512,53.2022967209;56.8603672001,53.202321694;56.8603871876,53.2023242093;56.8604071259,53.2023331925;56.8604265731,53.2023539436;56.8604522081,53.2023766709;56.8604962098,53.2024531176;56.8605426669,53.2026238873;56.8605647169,53.2028036402;56.8605852935,53.2034071284;56.8606352373,53.204415667;56.8606654883,53.2049501646;56.8606881275,53.205477835;56.8609363716,53.2102453738"
1225;1226;382,142;"56.8601709101,53.2023060633;56.8602899512,53.2022967209;56.8603898395,53.2022243167;56.8604471498,53.2021518226;56.86048683,53.2020660335;56.8605161972,53.2019560797;56.8605411937,53.2018085763;56.860554404,53.2016449033;56.8605338273,53.2011460688;56.8604706731,53.1996681605;56.8604250998,53.1986059925;56.860370736,53.1974338707;56.8603325781,53.1964709666"
1226;1196;853,252;"56.8603325781,53.1964709666;56.8603002151,53.1956689507;56.860288478,53.1952425204;56.8602870047,53.1946014827;56.8603516325,53.193423971;56.8604250998,53.1922920937;56.8605088799,53.1911306619;56.8605926107,53.1904654594;56.8606866542,53.1900014796;56.8609114245,53.189177994;56.8609805201,53.188912452;56.8610995096,53.1884109225;56.8612199719,53.1876760108;56.8612919643,53.1869785588;56.8613095941,53.1865521285;56.8612713881,53.1854282463;56.8612346553,53.1844331825;56.8611993956,53.1835453775;56.8611626628,53.1827353666"
1227;1206;365,93;"56.8599872893,53.2022403965;56.8567032767,53.2026292772"
1228;1261;587,983;"56.8493422264,53.2659159483;56.8493995537,53.2665462961;56.849499471,53.2676808683;56.8495200537,53.2679518002;56.8495935423,53.269298285;56.8495935423,53.2701377606;56.8495876475,53.2713662068;56.8495789036,53.2755531645"
1229;1230;367,779;"56.8524050122,53.2790883046;56.8557070345,53.2787396685"
1230;459;754,613;"56.8557070345,53.2787396685;56.8565181164,53.2786564845;56.8573689132,53.2785089811;56.8578949605,53.2784097173;56.858553209,53.2782676038;56.8596008429,53.2780476064;56.8624556095,53.277452203"
1231;1232;376,47;"56.8556041377,53.278688734;56.8522242514,53.279050755"
