124;1911;1611,41;"56.8295567552,53.1293976271;56.8298613344,53.1354149022;56.8299295535,53.1366753284;56.8300498213,53.1391233273;56.8301814913,53.1419920074;56.8302108331,53.1426142704;56.8302659289,53.1432825271;56.8303405366,53.1443251118;56.8305900142,53.1472970981;56.8306640806,53.1481257041;56.8306816757,53.1483617814;56.8307319542,53.1489302353;56.8313940227,53.1556510709"
125;43;425,283;"56.8305252858,53.127809765;56.8316835971,53.1275231126;56.8338612315,53.127201336;56.833834104,53.1263417381"
331;333;168,452;"56.7904899458,53.1835173518;56.7896439259,53.1832793419;56.7889919814,53.183104742"
333;332;413,552;"56.7889919814,53.183104742;56.7885134592,53.1829484581;56.7853385775,53.1818338975"
333;334;364,852;"56.7889919814,53.183104742;56.7885134592,53.1829484581;56.7887897547,53.1797293435;56.7889387008,53.1779048634"
334;361;285,235;"56.7889387008,53.1779048634;56.7891813763,53.1746909796;56.7892231664,53.1744578064;56.7893016208,53.1743939105;56.7897689212,53.1745459035;56.7898607508,53.1745757718"
334;2219;274,863;"56.7889387008,53.1779048634;56.7891813763,53.1746909796;56.7892231664,53.1744578064;56.7893016208,53.1743939105;56.7897689212,53.1745459035"
337;338;466,818;"56.799961648,53.1423712452;56.7999780779,53.1421700283;56.7999419076,53.1420609638;56.7998662253,53.1420350498;56.7998029491,53.1420799222;56.7997906006,53.1422245933;56.7998434078,53.1427751168;56.799940001,53.1434994702;56.8001016744,53.1447758616;56.8002538717,53.1461544411;56.8005773805,53.1489979683"
338;339;864,282;"56.8005773805,53.1489979683;56.8009641316,53.152427738;56.8011091823,53.1537580588;56.8011552234,53.1542516046;56.8010674572,53.1550398293;56.7997332214,53.1595619056;56.7996040021,53.1600232803;56.7993347602,53.1610211475;56.7987281731,53.1604113334"
338;345;825,871;"56.8005773805,53.1489979683;56.8009641316,53.152427738;56.8011091823,53.1537580588;56.8011552234,53.1542516046;56.8010674572,53.1550398293;56.7997332214,53.1595619056;56.7996040021,53.1600232803;56.7993347602,53.1610211475;56.7992945076,53.1611758184;56.7994026333,53.1612913689;56.7994845126,53.1614708963"
339;342;662,951;"56.7987281731,53.1604113334;56.7975983084,53.1594830144;56.7965059747,53.158829301;56.7964377144,53.1587718109;56.7956876102,53.1582516361;56.7953075346,53.1580839887;56.7932968817,53.1578153396;56.7930116498,53.1577299522"
340;337;393,092;"56.8006273059,53.1486546322;56.8001800074,53.1447419811;56.7999988305,53.1434808751;56.7998996936,53.1427413215;56.7999127797,53.1425366569;56.799961648,53.1423712452"
342;364;747,256;"56.7930116498,53.1577299522;56.7927113167,53.1580253252;56.7926498728,53.1579282333;56.7925888023,53.1578886655;56.7925178817,53.1578958597;56.7924174105,53.1579678012;56.7923208792,53.1580757135;56.7922657183,53.1582052082;56.7922696584,53.1583365015;56.7923009093,53.1584289545;56.7906709692,53.1599261737;56.7881424026,53.162177535;56.7874975334,53.1625656215;56.7871071276,53.1627462345"
345;1140;505,538;"56.7994845126,53.1614708963;56.8034956705,53.1653796458"
346;340;785,39;"56.7995139495,53.1607142415;56.7996973459,53.1600076611;56.801129619,53.1550600252;56.8012123293,53.1542718385;56.8011679375,53.1537151911;56.8006273059,53.1486546322"
361;362;218,596;"56.7898607508,53.1745757718;56.7918036564,53.1751229242"
362;370;320,681;"56.7918036564,53.1751229242;56.7946477424,53.1759955401"
365;1133;600,576;"56.7959671781,53.1852861328;56.801295317,53.1869020224"
366;331;600,204;"56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947167581,53.1847725649;56.7904899458,53.1835173518"
366;336;385,491;"56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947720466,53.1810643205;56.7947808525,53.1805922558;56.7947926594,53.1803400987"
366;373;3354,76;"56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947167581,53.1847725649;56.7904899458,53.1835173518;56.7896439259,53.1832793419;56.7889919814,53.183104742;56.7885134592,53.1829484581;56.7853385775,53.1818338975;56.7821417055,53.1807370854;56.7818631464,53.1806140658;56.7817858168,53.1804363435;56.7817436283,53.1802033096;56.7816861406,53.1798334341;56.7814880113,53.1779334737;56.7813777495,53.1765494968;56.7809315659,53.1704089645;56.7807102798,53.1669720893;56.7807241866,53.1663790981;56.7808868082,53.1659021635;56.7812458248,53.1655675114;56.7816215225,53.1654218744;56.7818023724,53.1651974915;56.7818189705,53.1648073312;56.7818049252,53.1645036986;56.7816443817,53.1645109444;56.7791522387,53.1642929538;56.778388205,53.1641173331;56.7769187105,53.1634843802;56.7755166892,53.1627495583"
367;364;3485,61;"56.8014183329,53.1867344866;56.801297678,53.186696937;56.8011446085,53.1865628185;56.7997690624,53.1861515602;56.797279982,53.1853418818;56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947720466,53.1810643205;56.7947808525,53.1805922558;56.7947926594,53.1803400987;56.7952517092,53.1750150615;56.7953204449,53.1740390521;56.7953587242,53.1734861175;56.7958223667,53.1675054165;56.7961279566,53.1635655879;56.7962093613,53.1624675619;56.796295371,53.1611207477;56.7964969357,53.1589629099;56.7965059747,53.158829301;56.7964377144,53.1587718109;56.7956876102,53.1582516361;56.7953075346,53.1580839887;56.7932968817,53.1578153396;56.7930116498,53.1577299522;56.7927113167,53.1580253252;56.7926498728,53.1579282333;56.7925888023,53.1578886655;56.7925178817,53.1578958597;56.7924174105,53.1579678012;56.7923208792,53.1580757135;56.7922657183,53.1582052082;56.7922696584,53.1583365015;56.7923009093,53.1584289545;56.7906709692,53.1599261737;56.7881424026,53.162177535;56.7874975334,53.1625656215;56.7871071276,53.1627462345"
367;366;631,726;"56.8014183329,53.1867344866;56.801297678,53.186696937;56.8011446085,53.1865628185;56.7997690624,53.1861515602;56.797279982,53.1853418818;56.7958229418,53.1850308181"
367;377;7881,9;"56.8014183329,53.1867344866;56.801297678,53.186696937;56.8011446085,53.1865628185;56.7997690624,53.1861515602;56.797279982,53.1853418818;56.7958229418,53.1850308181;56.7950369006,53.1848646527;56.794804661,53.1847940627;56.7947167581,53.1847725649;56.7904899458,53.1835173518;56.7896439259,53.1832793419;56.7889919814,53.183104742;56.7885134592,53.1829484581;56.7853385775,53.1818338975;56.7821417055,53.1807370854;56.7818631464,53.1806140658;56.7817858168,53.1804363435;56.7817436283,53.1802033096;56.7816861406,53.1798334341;56.7814880113,53.1779334737;56.7813777495,53.1765494968;56.7809315659,53.1704089645;56.7807102798,53.1669720893;56.7807241866,53.1663790981;56.7808868082,53.1659021635;56.7812458248,53.1655675114;56.7816215225,53.1654218744;56.7818023724,53.1651974915;56.7818189705,53.1648073312;56.7818049252,53.1645036986;56.7816443817,53.1645109444;56.7791522387,53.1642929538;56.778388205,53.1641173331;56.7769187105,53.1634843802;56.7755166892,53.1627495583;56.7752705364,53.1626828135;56.774683769,53.1623424034;56.774125416,53.1616112068;56.7737524893,53.160799534;56.7734226139,53.1597868767;56.7731295639,53.1584641452;56.7709987354,53.1481417784;56.770971885,53.147979373;56.7702670899,53.1445026444;56.7682870189,53.1351181886;56.7667927787,53.1280689139;56.7659729626,53.1240760516;56.7653328697,53.1205137828;56.7652086859,53.1179675536;56.7651230418,53.110567437;56.7650363934,53.1036323023"
370;1136;405,418;"56.7946477424,53.1759955401;56.7950827637,53.1761457384;56.794708684,53.1803235261;56.7947002111,53.1805892999;56.7946837409,53.1819387406"
371;339;692,255;"56.8042461579,53.1656707642;56.7994436624,53.1611598323;56.7993347602,53.1610211475;56.7987281731,53.1604113334"
371;346;628,732;"56.8042461579,53.1656707642;56.7994436624,53.1611598323;56.7995139495,53.1607142415"
393;394;412,788;"56.852849297,53.2922506897;56.8533776673,53.2922694644;56.8565537733,53.2918644141"
393;1812;1053,49;"56.852849297,53.2922506897;56.8533776673,53.2922694644;56.8565537733,53.2918644141;56.8570435862,53.2917196057;56.8602090681,53.291112614;56.860532354,53.2910482946;56.8622777945,53.290667409"
394;1812;640,706;"56.8565537733,53.2918644141;56.8570435862,53.2917196057;56.8602090681,53.291112614;56.860532354,53.2910482946;56.8622777945,53.290667409"
394;1815;449,517;"56.8565537733,53.2918644141;56.8570435862,53.2917196057;56.8602090681,53.291112614;56.8602737452,53.2917671265"
395;413;803,657;"56.851494126,53.2914943082;56.8499211937,53.290748976;56.8483084041,53.2895094806;56.8470856125,53.2886204179;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.8458324198,53.2922613796"
395;414;375,206;"56.851494126,53.2914943082;56.8499211937,53.290748976;56.8483084041,53.2895094806"
396;395;530,066;"56.8562458259,53.2914943082;56.8533479506,53.2917624553;56.8524678853,53.2917698215;56.8517864305,53.2915770122;56.851494126,53.2914943082"
405;406;541,243;"56.8419919129,53.2826053886;56.8420447312,53.2844722674;56.8419566843,53.2846654052;56.8418862761,53.2848370733;56.8418569434,53.2850784506;56.8418745332,53.2852125691;56.8419156088,53.285405617;56.8419537855,53.2855129657;56.8420095027,53.2856148347;56.8420521504,53.2856810405;56.8420961737,53.28572928;56.8421372491,53.2857829094;56.8421871192,53.285815159;56.8422311424,53.2858419288;56.8422722176,53.2858473186;56.8423426251,53.2858366287;56.8423954429,53.2857990791;56.8424482606,53.2857668296;56.8424834888,53.2857132002;56.8425304105,53.2856649606;56.8425963464,53.2854378665;56.844773297,53.287267106"
406;407;376,08;"56.844773297,53.287267106;56.8468242087,53.2887528296;56.847006322,53.2889222519;56.8478918705,53.289654289"
407;393;578,127;"56.8478918705,53.289654289;56.84981666,53.2911215972;56.8514182833,53.2920335669;56.8524773654,53.2921641819;56.852849297,53.2922506897"
407;2203;637,114;"56.8478918705,53.289654289;56.84981666,53.2911215972;56.8514182833,53.2920335669;56.8524773654,53.2921641819;56.8524678853,53.2917698215;56.8517864305,53.2915770122"
408;407;346,607;"56.8460318802,53.2924169678;56.847006322,53.2889222519;56.8478918705,53.289654289"
408;409;614,205;"56.8460318802,53.2924169678;56.847006322,53.2889222519;56.8470856125,53.2886204179;56.8483302647,53.2839069576;56.8484280725,53.2833251188"
409;1256;2739,18;"56.8484280725,53.2833251188;56.8489408991,53.2800406136;56.8489871415,53.2796958714;56.8487972951,53.2797474938;56.8456575183,53.2800634866;56.842010671,53.2804305119;56.8373664604,53.2808310363;56.8350419612,53.2810522572;56.8348335008,53.2810115197;56.8345937221,53.2808977138;56.8343266689,53.2806909513;56.833176944,53.2791400476;56.8329349969,53.2787902501;56.8328990575,53.2785372883;56.8322209445,53.273418354;56.8320169588,53.2716352522;56.831970024,53.2703907262;56.8320111104,53.2693714977;56.8323933694,53.2679659038"
409;1258;500,708;"56.8484280725,53.2833251188;56.8489408991,53.2800406136;56.8489871415,53.2796958714;56.8491841382,53.2782426146;56.8492663463,53.2774721642;56.8494319261,53.2753117872"
409;1951;4584,83;"56.8484280725,53.2833251188;56.8489408991,53.2800406136;56.8492807332,53.2800099681;56.8505734092,53.2798786388;56.8533877319,53.2796097263;56.8562052621,53.2793345601;56.8577233579,53.2790343787;56.8589405254,53.2787779738;56.8616448203,53.2782338951;56.8643831043,53.2776960701;56.8655077597,53.2774271576;56.8658598485,53.2772958283;56.8661264766,53.2771332301;56.866755438,53.2767079731;56.8681808169,53.2758136828;56.8685055779,53.2756468369;56.8687930528,53.2754978214;56.8690707946,53.2752607295;56.8691612459,53.2750118497;56.8692615204,53.2745180027;56.8714735647,53.2566362616;56.8718887557,53.2570742801;56.8725025741,53.2575911707;56.8744374376,53.2578379379;56.8775623255,53.2581114749;56.8776121484,53.2584011816;56.8777675071,53.2586264791;56.8779521696,53.2586854984;56.8781189639,53.2585459002;56.8782420712,53.2584493313;56.8783182522,53.2583850119;56.8784094532,53.258283143;56.8787514796,53.2583057805;56.8796229259,53.258363632"
409;2214;5003,98;"56.8484280725,53.2833251188;56.8489408991,53.2800406136;56.8489871415,53.2796958714;56.8491841382,53.2782426146;56.8492663463,53.2774721642;56.8494319261,53.2753117872;56.8494276033,53.2731468473;56.8494159118,53.2693598196;56.849140917,53.2654466684;56.848863906,53.2624007507;56.8484009555,53.2536959858;56.8483180817,53.2527445801;56.8475193001,53.248975878;56.8471851921,53.2473578325;56.8471030525,53.2468106687;56.846158532,53.2342903994;56.8458604114,53.2306826826;56.845841863,53.2304585839;56.845460615,53.2268013245;56.8454253405,53.2264580782;56.8448257183,53.220605644;56.844314079,53.2146509815;56.8442846991,53.2143130353;56.8440625804,53.2117721775;56.8438676478,53.2094841656;56.8438523166,53.2092202629;56.8404002046,53.2101042485;56.8404241211,53.2106852502"
410;1255;701,034;"56.8421386248,53.283447649;56.8420263733,53.2808007688;56.842010671,53.2804305119;56.8373664604,53.2808310363"
411;407;696,624;"56.8445033775,53.2974434012;56.8451245235,53.2956261992;56.8460318802,53.2924169678;56.847006322,53.2889222519;56.8478918705,53.289654289"
411;408;350,016;"56.8445033775,53.2974434012;56.8451245235,53.2956261992;56.8460318802,53.2924169678"
411;409;964,222;"56.8445033775,53.2974434012;56.8451245235,53.2956261992;56.8460318802,53.2924169678;56.847006322,53.2889222519;56.8470856125,53.2886204179;56.8483302647,53.2839069576;56.8484280725,53.2833251188"
411;1268;3090,68;"56.8445033775,53.2974434012;56.8451245235,53.2956261992;56.8460318802,53.2924169678;56.847006322,53.2889222519;56.8470856125,53.2886204179;56.8483302647,53.2839069576;56.8484280725,53.2833251188;56.8489408991,53.2800406136;56.8489871415,53.2796958714;56.8491841382,53.2782426146;56.8492663463,53.2774721642;56.8494319261,53.2753117872;56.8494276033,53.2731468473;56.8494159118,53.2693598196;56.849140917,53.2654466684;56.848863906,53.2624007507;56.8484009555,53.2536959858;56.8483180817,53.2527445801;56.8475193001,53.248975878"
412;390;1022,23;"56.8442510939,53.2974112415;56.84310683,53.300554806;56.8430452186,53.3005654959;56.8429307901,53.3005815758;56.842795824,53.3006245152;56.84270488,53.3007156942;56.8426080399,53.3009034421;56.8425552716,53.3011395194;56.8425435289,53.3011877589;56.8425287399,53.3013744288;56.8425464277,53.3015901143;56.8426048091,53.3018885015;56.8417948357,53.3042072581;56.8407063816,53.3073232375;56.8401852872,53.3082326956;56.8396446015,53.3088198374;56.8395597231,53.308987123;56.8395706875,53.3094368991;56.8395741798,53.3108222802"
412;1936;891,401;"56.8442510939,53.2974112415;56.84310683,53.300554806;56.8430452186,53.3005654959;56.8429307901,53.3005815758;56.842795824,53.3006245152;56.84270488,53.3007156942;56.8426080399,53.3009034421;56.8425552716,53.3011395194;56.8425435289,53.3011877589;56.8425287399,53.3013744288;56.8425464277,53.3015901143;56.8426048091,53.3018885015;56.8426926151,53.3020457994;56.842802753,53.3021579867;56.8428733995,53.3021693842;56.843005324,53.3021082059;56.8430855967,53.3020445818;56.84316682,53.3019782556;56.8432506497,53.3019291396;56.8432976196,53.3018556193;56.843352536,53.3017846687;56.843466555,53.3018533381;56.8456911006,53.3035617638;56.8470547064,53.3044427745"
412;1940;1807,68;"56.8442510939,53.2974112415;56.84310683,53.300554806;56.8430452186,53.3005654959;56.8429307901,53.3005815758;56.842795824,53.3006245152;56.84270488,53.3007156942;56.8426080399,53.3009034421;56.8425552716,53.3011395194;56.8425435289,53.3011877589;56.8425287399,53.3013744288;56.8425464277,53.3015901143;56.8426048091,53.3018885015;56.8417948357,53.3042072581;56.8407063816,53.3073232375;56.8401852872,53.3082326956;56.8396446015,53.3088198374;56.8395597231,53.308987123;56.8395706875,53.3094368991;56.8395741798,53.3108222802;56.8397062094,53.3135474094;56.8408241427,53.3198988578;56.8409913974,53.3214974997;56.8410647554,53.3229029139;56.8410676543,53.3233696786"
412;2202;521,808;"56.8442510939,53.2974112415;56.84310683,53.300554806;56.8430452186,53.3005654959;56.8429307901,53.3005815758;56.842795824,53.3006245152;56.84270488,53.3007156942;56.8426080399,53.3009034421;56.8425552716,53.3011395194;56.8425435289,53.3011877589;56.8425287399,53.3013744288;56.8425464277,53.3015901143;56.8426048091,53.3018885015;56.8417948357,53.3042072581"
413;412;359,785;"56.8458324198,53.2922613796;56.844960235,53.2954491412;56.8442510939,53.2974112415"
414;409;501,621;"56.8483084041,53.2895094806;56.8470856125,53.2886204179;56.8483302647,53.2839069576;56.8484280725,53.2833251188"
414;412;788,236;"56.8483084041,53.2895094806;56.8470856125,53.2886204179;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.8458324198,53.2922613796;56.844960235,53.2954491412;56.8442510939,53.2974112415"
414;413;428,451;"56.8483084041,53.2895094806;56.8470856125,53.2886204179;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.8458324198,53.2922613796"
414;416;471,278;"56.8483084041,53.2895094806;56.8470856125,53.2886204179;56.8469054647,53.2884636619;56.8443860548,53.2865751337"
415;407;398,064;"56.8478619038,53.2847882948;56.8472038602,53.2873067217;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.847006322,53.2889222519;56.8478918705,53.289654289"
415;412;867,241;"56.8478619038,53.2847882948;56.8472038602,53.2873067217;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.8458324198,53.2922613796;56.844960235,53.2954491412;56.8442510939,53.2974112415"
415;413;507,456;"56.8478619038,53.2847882948;56.8472038602,53.2873067217;56.8469054647,53.2884636619;56.8468242087,53.2887528296;56.8458324198,53.2922613796"
416;410;354,758;"56.8443860548,53.2865751337;56.8426285773,53.2852715884;56.8426390917,53.2852144555;56.842630297,53.2851178866;56.8426214531,53.2850267076;56.8426068116,53.2849409185;56.8426109879,53.2849013927;56.8425875025,53.2848048238;56.8425640663,53.2847136448;56.8425288382,53.2846546254;56.8424701738,53.2845473666;56.8423968186,53.2844990372;56.842335206,53.284429328;56.8422647985,53.2844132481;56.8421591624,53.2843863885;56.8421386248,53.283447649"
459;461;644,442;"56.8624556095,53.277452203;56.8652983735,53.2768674896;56.8656068356,53.2767682257;56.8659755924,53.2765697879;56.8677163599,53.2754271308;56.8680924116,53.2752527679"
460;1231;744,543;"56.8622631116,53.2774253434;56.8615240972,53.2775755417;56.8599813961,53.2779108828;56.8583798447,53.2782353543;56.8565204738,53.2785899193;56.8556041377,53.278688734"
461;1354;746,637;"56.8680924116,53.2752527679;56.8682510504,53.2752339931;56.8684802432,53.2752581577;56.8691765034,53.2754673754;56.8696391968,53.2756229636;56.8699902881,53.2757623821;56.8703237016,53.2759930695;56.8705278919,53.2761486577;56.8708177528,53.2764887598;56.8710547762,53.2767733977;56.8710991671,53.2768267061;56.8711668201,53.276910429;56.8713274364,53.2771612565;56.8714003645,53.277275145;56.8718086341,53.2779478035;56.8723216649,53.278806054;56.8725444506,53.2791816396;56.8726722401,53.2793918454;56.8731249244,53.2801363691;56.8736232588,53.2809678497;56.8737227677,53.281151106"
1091;1879;632,362;"56.884051808,53.3155805501;56.8839388494,53.3153640936;56.8837622331,53.3150588207;56.8835784233,53.314566928;56.8834574325,53.3140983809;56.8832157965,53.3129756454;56.8829824157,53.3116588752;56.8821394253,53.3067247834;56.8821236505,53.3066245164;56.8820094319,53.3059714082"
1104;1872;366,05;"56.8742380796,53.3017510026;56.8732891875,53.3019648915;56.8730336123,53.2977162195"
1104;1873;253,138;"56.8742380796,53.3017510026;56.8732891875,53.3019648915;56.873198567,53.301974606;56.8719748666,53.3021962975"
1106;1116;740,433;"56.8199028132,53.2081921844;56.8182809396,53.2084327212;56.8176729838,53.2086164632;56.8175242,53.2085778046;56.8173745485,53.2084523866;56.8163754833,53.2065803117;56.8162231392,53.2063718871;56.8143449282,53.2047693837;56.8139753657,53.2044613467"
